sample	haplotype	contig	length
NA18522	haplotype2	NA18522#2#JBHDWD010000064.1	51813
NA18522	haplotype2	NA18522#2#JBHDWD010000069.1	50276
NA18522	haplotype2	NA18522#2#JBHDWD010000078.1	16569
NA18747	haplotype1	NA18747#1#CM087202.1	171975803
NA18747	haplotype1	NA18747#1#JBHDWE010000046.1	161216767
NA18747	haplotype1	NA18747#1#CM087203.1	146303501
NA18747	haplotype1	NA18747#1#JBHDWE010000004.1	144874625
NA18747	haplotype1	NA18747#1#JBHDWE010000043.1	140067717
NA18747	haplotype1	NA18747#1#JBHDWE010000044.1	136048259
NA18747	haplotype1	NA18747#1#JBHDWE010000008.1	134835512
NA18747	haplotype1	NA18747#1#JBHDWE010000047.1	134508378
NA18747	haplotype1	NA18747#1#CM087205.1	134297000
NA18747	haplotype1	NA18747#1#CM087204.1	132286333
NA18747	haplotype1	NA18747#1#JBHDWE010000006.1	110932151
NA18747	haplotype1	NA18747#1#JBHDWE010000009.1	110666499
NA18747	haplotype1	NA18747#1#JBHDWE010000002.1	105982965
NA18747	haplotype1	NA18747#1#JBHDWE010000011.1	104136974
NA18747	haplotype1	NA18747#1#JBHDWE010000007.1	98080251
NA18747	haplotype1	NA18747#1#JBHDWE010000041.1	97601804
NA18747	haplotype1	NA18747#1#JBHDWE010000016.1	95918429
NA18747	haplotype1	NA18747#1#JBHDWE010000013.1	93234847
NA18747	haplotype1	NA18747#1#CM087206.1	91020957
NA18747	haplotype1	NA18747#1#JBHDWE010000049.1	80131805
NA18747	haplotype1	NA18747#1#JBHDWE010000050.1	72317283
NA18747	haplotype1	NA18747#1#CM087208.1	66475688
NA18747	haplotype1	NA18747#1#CM087207.1	61361305
NA18747	haplotype1	NA18747#1#JBHDWE010000042.1	58395330
NA18747	haplotype1	NA18747#1#JBHDWE010000014.1	52391980
NA18747	haplotype1	NA18747#1#JBHDWE010000018.1	40234519
NA18747	haplotype1	NA18747#1#JBHDWE010000003.1	32501323
NA18747	haplotype1	NA18747#1#JBHDWE010000051.1	26107490
NA18747	haplotype1	NA18747#1#JBHDWE010000052.1	24519394
NA18747	haplotype1	NA18747#1#JBHDWE010000022.1	12674155
NA18747	haplotype1	NA18747#1#JBHDWE010000039.1	12329794
NA18747	haplotype1	NA18747#1#JBHDWE010000017.1	10414898
NA18747	haplotype1	NA18747#1#JBHDWE010000053.1	8203062
NA18747	haplotype1	NA18747#1#JBHDWE010000024.1	4077783
NA18747	haplotype1	NA18747#1#JBHDWE010000020.1	4057698
NA18747	haplotype1	NA18747#1#JBHDWE010000054.1	3918045
NA18747	haplotype1	NA18747#1#JBHDWE010000060.1	3361698
NA18747	haplotype1	NA18747#1#JBHDWE010000056.1	3234235
NA18747	haplotype1	NA18747#1#JBHDWE010000023.1	2757226
NA18747	haplotype1	NA18747#1#JBHDWE010000058.1	2233876
NA18747	haplotype1	NA18747#1#JBHDWE010000021.1	1577364
NA18747	haplotype1	NA18747#1#JBHDWE010000019.1	1242608
NA18747	haplotype1	NA18747#1#JBHDWE010000029.1	605839
NA18747	haplotype1	NA18747#1#JBHDWE010000062.1	555561
NA18747	haplotype1	NA18747#1#JBHDWE010000057.1	505766
NA18747	haplotype1	NA18747#1#JBHDWE010000066.1	477009
NA18747	haplotype1	NA18747#1#JBHDWE010000059.1	472271
NA18747	haplotype1	NA18747#1#JBHDWE010000026.1	391496
NA18747	haplotype1	NA18747#1#JBHDWE010000033.1	373697
NA18747	haplotype1	NA18747#1#JBHDWE010000025.1	362659
NA18747	haplotype1	NA18747#1#JBHDWE010000030.1	346906
NA18747	haplotype1	NA18747#1#JBHDWE010000063.1	323561
NA18747	haplotype1	NA18747#1#JBHDWE010000028.1	287749
NA18747	haplotype1	NA18747#1#JBHDWE010000027.1	231506
NA18747	haplotype1	NA18747#1#JBHDWE010000072.1	208444
NA18747	haplotype1	NA18747#1#JBHDWE010000037.1	203915
NA18747	haplotype1	NA18747#1#JBHDWE010000031.1	192370
NA18747	haplotype1	NA18747#1#JBHDWE010000065.1	160052
NA18747	haplotype1	NA18747#1#JBHDWE010000071.1	157425
NA18747	haplotype1	NA18747#1#JBHDWE010000069.1	135878
NA18747	haplotype1	NA18747#1#JBHDWE010000032.1	135550
NA18747	haplotype1	NA18747#1#JBHDWE010000034.1	135227
NA18747	haplotype1	NA18747#1#JBHDWE010000055.1	126046
NA18747	haplotype1	NA18747#1#JBHDWE010000068.1	111844
NA18747	haplotype1	NA18747#1#JBHDWE010000035.1	108241
NA18747	haplotype1	NA18747#1#JBHDWE010000064.1	99442
NA18747	haplotype1	NA18747#1#JBHDWE010000073.1	90165
NA18747	haplotype1	NA18747#1#JBHDWE010000074.1	89577
NA18747	haplotype1	NA18747#1#JBHDWE010000038.1	89067
NA18747	haplotype1	NA18747#1#JBHDWE010000040.1	76179
NA18747	haplotype1	NA18747#1#JBHDWE010000070.1	74308
NA18747	haplotype1	NA18747#1#JBHDWE010000075.1	68428
NA18747	haplotype1	NA18747#1#JBHDWE010000076.1	63773
NA18747	haplotype1	NA18747#1#JBHDWE010000067.1	59903
NA18747	haplotype1	NA18747#1#JBHDWE010000061.1	55475
NA18747	haplotype1	NA18747#1#JBHDWE010000036.1	51381
NA18747	haplotype2	NA18747#2#CM087242.1	170333381
NA18747	haplotype2	NA18747#2#JBHDWF010000034.1	160811281
NA18747	haplotype2	NA18747#2#CM087251.1	155137050
NA18747	haplotype2	NA18747#2#CM087243.1	146031643
NA18747	haplotype2	NA18747#2#JBHDWF010000049.1	144876130
NA18747	haplotype2	NA18747#2#JBHDWF010000001.1	140258437
NA18747	haplotype2	NA18747#2#CM087244.1	136453876
NA18747	haplotype2	NA18747#2#CM087245.1	135096941
NA18747	haplotype2	NA18747#2#CM087247.1	134694534
NA18747	haplotype2	NA18747#2#CM087246.1	133566931
NA18747	haplotype2	NA18747#2#JBHDWF010000043.1	132903735
NA18747	haplotype2	NA18747#2#JBHDWF010000011.1	111616376
NA18747	haplotype2	NA18747#2#JBHDWF010000012.1	111126961
NA18747	haplotype2	NA18747#2#JBHDWF010000040.1	111080893
NA18747	haplotype2	NA18747#2#JBHDWF010000004.1	103877443
NA18747	haplotype2	NA18747#2#JBHDWF010000003.1	97782787
NA18747	haplotype2	NA18747#2#JBHDWF010000046.1	96918050
NA18747	haplotype2	NA18747#2#JBHDWF010000045.1	93469714
NA18747	haplotype2	NA18747#2#CM087248.1	91807289
NA18747	haplotype2	NA18747#2#JBHDWF010000044.1	89942490
NA18747	haplotype2	NA18747#2#CM087249.1	82070459
NA18747	haplotype2	NA18747#2#JBHDWF010000035.1	72583233
NA18747	haplotype2	NA18747#2#CM087250.1	62176649
NA18747	haplotype2	NA18747#2#JBHDWF010000010.1	58129205
NA18747	haplotype2	NA18747#2#JBHDWF010000041.1	51866687
NA18747	haplotype2	NA18747#2#JBHDWF010000047.1	46103840
NA18747	haplotype2	NA18747#2#JBHDWF010000015.1	39549212
NA18747	haplotype2	NA18747#2#JBHDWF010000014.1	37417782
NA18747	haplotype2	NA18747#2#JBHDWF010000050.1	30776819
NA18747	haplotype2	NA18747#2#JBHDWF010000037.1	25594311
NA18747	haplotype2	NA18747#2#JBHDWF010000042.1	5241596
NA18747	haplotype2	NA18747#2#JBHDWF010000033.1	2940486
NA18747	haplotype2	NA18747#2#JBHDWF010000013.1	2738831
NA18747	haplotype2	NA18747#2#JBHDWF010000016.1	2603190
NA18747	haplotype2	NA18747#2#JBHDWF010000051.1	2536777
NA18747	haplotype2	NA18747#2#JBHDWF010000053.1	1396278
NA18747	haplotype2	NA18747#2#JBHDWF010000055.1	815861
NA18747	haplotype2	NA18747#2#JBHDWF010000060.1	702443
NA18747	haplotype2	NA18747#2#JBHDWF010000062.1	656200
NA18747	haplotype2	NA18747#2#JBHDWF010000054.1	639143
NA18747	haplotype2	NA18747#2#JBHDWF010000061.1	395224
NA18747	haplotype2	NA18747#2#JBHDWF010000052.1	369634
NA18747	haplotype2	NA18747#2#JBHDWF010000069.1	364954
NA18747	haplotype2	NA18747#2#JBHDWF010000057.1	270152
NA18747	haplotype2	NA18747#2#JBHDWF010000017.1	268951
NA18747	haplotype2	NA18747#2#JBHDWF010000064.1	244164
NA18747	haplotype2	NA18747#2#JBHDWF010000056.1	239896
NA18747	haplotype2	NA18747#2#JBHDWF010000065.1	236542
NA18747	haplotype2	NA18747#2#JBHDWF010000068.1	218286
NA18747	haplotype2	NA18747#2#JBHDWF010000063.1	194400
NA18747	haplotype2	NA18747#2#JBHDWF010000030.1	193533
NA18747	haplotype2	NA18747#2#JBHDWF010000028.1	180068
NA18747	haplotype2	NA18747#2#JBHDWF010000074.1	179165
NA18747	haplotype2	NA18747#2#JBHDWF010000071.1	159250
NA18747	haplotype2	NA18747#2#JBHDWF010000021.1	156505
NA18747	haplotype2	NA18747#2#JBHDWF010000023.1	138858
NA18747	haplotype2	NA18747#2#JBHDWF010000067.1	134597
NA18747	haplotype2	NA18747#2#JBHDWF010000032.1	124195
NA18747	haplotype2	NA18747#2#JBHDWF010000072.1	117477
NA18747	haplotype2	NA18747#2#JBHDWF010000018.1	108746
NA18747	haplotype2	NA18747#2#JBHDWF010000066.1	97780
NA18747	haplotype2	NA18747#2#JBHDWF010000059.1	88895
NA18747	haplotype2	NA18747#2#JBHDWF010000058.1	80910
NA18747	haplotype2	NA18747#2#JBHDWF010000026.1	80855
NA18747	haplotype2	NA18747#2#JBHDWF010000022.1	79374
NA18747	haplotype2	NA18747#2#JBHDWF010000019.1	76256
NA18747	haplotype2	NA18747#2#JBHDWF010000025.1	75497
NA18747	haplotype2	NA18747#2#JBHDWF010000075.1	73886
NA18747	haplotype2	NA18747#2#JBHDWF010000073.1	72221
NA18747	haplotype2	NA18747#2#JBHDWF010000070.1	67610
NA18747	haplotype2	NA18747#2#JBHDWF010000027.1	61744
NA18747	haplotype2	NA18747#2#JBHDWF010000024.1	58846
NA18747	haplotype2	NA18747#2#JBHDWF010000029.1	57875
NA18747	haplotype2	NA18747#2#JBHDWF010000031.1	56358
NA18747	haplotype2	NA18747#2#JBHDWF010000020.1	50721
NA18747	haplotype2	NA18747#2#JBHDWF010000076.1	16574
NA18948	haplotype1	NA18948#1#CM101596.1	252300762
NA18948	haplotype1	NA18948#1#CM101597.1	242262919
NA18948	haplotype1	NA18948#1#JBKACC010000003.1	200440424
NA18948	haplotype1	NA18948#1#CM101598.1	192731578
NA18948	haplotype1	NA18948#1#CM101599.1	183403105
NA18948	haplotype1	NA18948#1#CM101600.1	170480782
NA18948	haplotype1	NA18948#1#CM101601.1	158308838
NA18948	haplotype1	NA18948#1#CM101602.1	146198965
NA18948	haplotype1	NA18948#1#JBKACC010000009.1	138201908
NA18948	haplotype1	NA18948#1#CM101603.1	135405664
NA18948	haplotype1	NA18948#1#CM101604.1	134063026
NA18948	haplotype1	NA18948#1#CM101605.1	133374144
NA18948	haplotype1	NA18948#1#JBKACC010000013.1	102406657
NA18948	haplotype1	NA18948#1#JBKACC010000014.1	97775229
NA18948	haplotype1	NA18948#1#JBKACC010000015.1	89983810
NA18948	haplotype1	NA18948#1#CM101606.1	86554746
NA18948	haplotype1	NA18948#1#CM101607.1	83930401
NA18948	haplotype1	NA18948#1#CM101608.1	77503965
NA18948	haplotype1	NA18948#1#CM101610.1	66144089
NA18948	haplotype1	NA18948#1#CM101609.1	62179095
NA18948	haplotype1	NA18948#1#JBKACC010000022.1	53165067
NA18948	haplotype1	NA18948#1#JBKACC010000023.1	45780249
NA18948	haplotype1	NA18948#1#JBKACC010000021.1	45059052
NA18948	haplotype1	NA18948#1#JBKACC010000024.1	5994009
NA18948	haplotype1	NA18948#1#JBKACC010000025.1	2863618
NA18948	haplotype1	NA18948#1#JBKACC010000031.1	960654
NA18948	haplotype1	NA18948#1#JBKACC010000040.1	530769
NA18948	haplotype1	NA18948#1#JBKACC010000028.1	488419
NA18948	haplotype1	NA18948#1#JBKACC010000027.1	411473
NA18948	haplotype1	NA18948#1#JBKACC010000034.1	317467
NA18948	haplotype1	NA18948#1#JBKACC010000026.1	311425
NA18948	haplotype1	NA18948#1#JBKACC010000038.1	281045
NA18948	haplotype1	NA18948#1#JBKACC010000045.1	239296
NA18948	haplotype1	NA18948#1#JBKACC010000036.1	215812
NA18948	haplotype1	NA18948#1#JBKACC010000046.1	200352
NA18948	haplotype1	NA18948#1#JBKACC010000029.1	197308
NA18948	haplotype1	NA18948#1#JBKACC010000047.1	189043
NA18948	haplotype1	NA18948#1#JBKACC010000041.1	152041
NA18948	haplotype1	NA18948#1#JBKACC010000049.1	132106
NA18948	haplotype1	NA18948#1#JBKACC010000048.1	116640
NA18948	haplotype1	NA18948#1#JBKACC010000037.1	98250
NA18948	haplotype1	NA18948#1#JBKACC010000050.1	83295
NA18948	haplotype1	NA18948#1#JBKACC010000039.1	74245
NA18948	haplotype1	NA18948#1#JBKACC010000035.1	72541
NA18948	haplotype1	NA18948#1#JBKACC010000044.1	72464
NA18948	haplotype1	NA18948#1#JBKACC010000030.1	67322
NA18948	haplotype1	NA18948#1#JBKACC010000032.1	56747
NA18948	haplotype1	NA18948#1#JBKACC010000042.1	55721
NA18948	haplotype1	NA18948#1#JBKACC010000033.1	51908
NA18948	haplotype1	NA18948#1#JBKACC010000043.1	50618
NA18948	haplotype2	NA18948#2#JBKACD010000001.1	253305853
NA18948	haplotype2	NA18948#2#CM101586.1	242239441
NA18948	haplotype2	NA18948#2#JBKACD010000003.1	200824756
NA18948	haplotype2	NA18948#2#CM101587.1	193164660
NA18948	haplotype2	NA18948#2#JBKACD010000005.1	184061452
NA18948	haplotype2	NA18948#2#CM101588.1	172350694
NA18948	haplotype2	NA18948#2#CM101589.1	161713206
NA18948	haplotype2	NA18948#2#JBKACD010000023.1	154131922
NA18948	haplotype2	NA18948#2#CM101590.1	145598113
NA18948	haplotype2	NA18948#2#JBKACD010000009.1	137913148
NA18948	haplotype2	NA18948#2#JBKACD010000010.1	135585761
NA18948	haplotype2	NA18948#2#JBKACD010000011.1	134772021
NA18948	haplotype2	NA18948#2#CM101591.1	133487321
NA18948	haplotype2	NA18948#2#JBKACD010000013.1	104702133
NA18948	haplotype2	NA18948#2#JBKACD010000014.1	99479161
NA18948	haplotype2	NA18948#2#JBKACD010000015.1	94406615
NA18948	haplotype2	NA18948#2#CM101592.1	89133623
NA18948	haplotype2	NA18948#2#CM101593.1	83729358
NA18948	haplotype2	NA18948#2#CM101594.1	79885400
NA18948	haplotype2	NA18948#2#CM101595.1	66311552
NA18948	haplotype2	NA18948#2#JBKACD010000019.1	65143242
NA18948	haplotype2	NA18948#2#JBKACD010000022.1	55605808
NA18948	haplotype2	NA18948#2#JBKACD010000021.1	51299832
NA18948	haplotype2	NA18948#2#JBKACD010000028.1	5044562
NA18948	haplotype2	NA18948#2#JBKACD010000025.1	1557631
NA18948	haplotype2	NA18948#2#JBKACD010000032.1	521370
NA18948	haplotype2	NA18948#2#JBKACD010000035.1	515154
NA18948	haplotype2	NA18948#2#JBKACD010000043.1	441362
NA18948	haplotype2	NA18948#2#JBKACD010000038.1	429075
NA18948	haplotype2	NA18948#2#JBKACD010000027.1	405770
NA18948	haplotype2	NA18948#2#JBKACD010000051.1	306766
NA18948	haplotype2	NA18948#2#JBKACD010000036.1	301634
NA18948	haplotype2	NA18948#2#JBKACD010000034.1	223879
NA18948	haplotype2	NA18948#2#JBKACD010000029.1	169242
NA18948	haplotype2	NA18948#2#JBKACD010000042.1	161848
NA18948	haplotype2	NA18948#2#JBKACD010000033.1	159301
NA18948	haplotype2	NA18948#2#JBKACD010000039.1	147592
NA18948	haplotype2	NA18948#2#JBKACD010000044.1	139779
NA18948	haplotype2	NA18948#2#JBKACD010000054.1	135318
NA18948	haplotype2	NA18948#2#JBKACD010000037.1	133623
NA18948	haplotype2	NA18948#2#JBKACD010000046.1	103722
NA18948	haplotype2	NA18948#2#JBKACD010000047.1	103110
NA18948	haplotype2	NA18948#2#JBKACD010000040.1	88872
NA18948	haplotype2	NA18948#2#JBKACD010000053.1	74747
NA18948	haplotype2	NA18948#2#JBKACD010000049.1	73996
NA18948	haplotype2	NA18948#2#JBKACD010000026.1	73802
NA18948	haplotype2	NA18948#2#JBKACD010000055.1	73417
NA18948	haplotype2	NA18948#2#JBKACD010000048.1	72848
NA18948	haplotype2	NA18948#2#JBKACD010000057.1	70559
NA18948	haplotype2	NA18948#2#JBKACD010000030.1	69114
NA18948	haplotype2	NA18948#2#JBKACD010000052.1	64942
NA18948	haplotype2	NA18948#2#JBKACD010000056.1	63097
NA18948	haplotype2	NA18948#2#JBKACD010000060.1	61690
NA18948	haplotype2	NA18948#2#JBKACD010000062.1	60453
NA18948	haplotype2	NA18948#2#JBKACD010000050.1	60013
NA18948	haplotype2	NA18948#2#JBKACD010000061.1	60012
NA18948	haplotype2	NA18948#2#JBKACD010000031.1	57697
NA18948	haplotype2	NA18948#2#JBKACD010000059.1	56355
NA18948	haplotype2	NA18948#2#JBKACD010000041.1	55405
NA18948	haplotype2	NA18948#2#JBKACD010000058.1	54921
NA18948	haplotype2	NA18948#2#JBKACD010000045.1	54459
NA18948	haplotype2	NA18948#2#JBKACD010000024.1	16561
NA19043	haplotype1	NA19043#1#CM087044.1	203254972
NA19043	haplotype1	NA19043#1#JBHDVS010000008.1	191007130
NA19043	haplotype1	NA19043#1#CM087045.1	181456393
NA19043	haplotype1	NA19043#1#CM087046.1	172109365
NA19043	haplotype1	NA19043#1#CM087047.1	160698565
NA19043	haplotype1	NA19043#1#JBHDVS010000019.1	151955777
NA19043	haplotype1	NA19043#1#CM087048.1	145982116
NA19043	haplotype1	NA19043#1#CM087049.1	135669520
NA19043	haplotype1	NA19043#1#CM087050.1	135014831
NA19043	haplotype1	NA19043#1#CM087051.1	132837626
NA19043	haplotype1	NA19043#1#JBHDVS010000045.1	128498835
NA19043	haplotype1	NA19043#1#JBHDVS010000004.1	110715132
NA19043	haplotype1	NA19043#1#JBHDVS010000042.1	103387383
NA19043	haplotype1	NA19043#1#CM087052.1	102504639
NA19043	haplotype1	NA19043#1#JBHDVS010000049.1	92637483
NA19043	haplotype1	NA19043#1#JBHDVS010000007.1	92203444
NA19043	haplotype1	NA19043#1#JBHDVS010000047.1	89179169
NA19043	haplotype1	NA19043#1#JBHDVS010000020.1	88108828
NA19043	haplotype1	NA19043#1#CM087053.1	83742106
NA19043	haplotype1	NA19043#1#CM087054.1	78787045
NA19043	haplotype1	NA19043#1#CM087055.1	66238735
NA19043	haplotype1	NA19043#1#JBHDVS010000043.1	57792487
NA19043	haplotype1	NA19043#1#CM087056.1	48260959
NA19043	haplotype1	NA19043#1#JBHDVS010000041.1	45313060
NA19043	haplotype1	NA19043#1#JBHDVS010000013.1	41811340
NA19043	haplotype1	NA19043#1#JBHDVS010000050.1	32246509
NA19043	haplotype1	NA19043#1#JBHDVS010000048.1	24494239
NA19043	haplotype1	NA19043#1#JBHDVS010000055.1	6678321
NA19043	haplotype1	NA19043#1#JBHDVS010000021.1	5250071
NA19043	haplotype1	NA19043#1#JBHDVS010000052.1	4632531
NA19043	haplotype1	NA19043#1#JBHDVS010000056.1	3653338
NA19043	haplotype1	NA19043#1#JBHDVS010000053.1	2916752
NA19043	haplotype1	NA19043#1#JBHDVS010000017.1	2914283
NA19043	haplotype1	NA19043#1#JBHDVS010000051.1	2492366
NA19043	haplotype1	NA19043#1#JBHDVS010000039.1	1332975
NA19043	haplotype1	NA19043#1#JBHDVS010000054.1	776146
NA19043	haplotype1	NA19043#1#JBHDVS010000057.1	766004
NA19043	haplotype1	NA19043#1#JBHDVS010000022.1	473514
NA19043	haplotype1	NA19043#1#JBHDVS010000024.1	457544
NA19043	haplotype1	NA19043#1#JBHDVS010000025.1	432620
NA19043	haplotype1	NA19043#1#JBHDVS010000031.1	363492
NA19043	haplotype1	NA19043#1#JBHDVS010000065.1	242556
NA19043	haplotype1	NA19043#1#JBHDVS010000001.1	220303
NA19043	haplotype1	NA19043#1#JBHDVS010000060.1	188865
NA19043	haplotype1	NA19043#1#JBHDVS010000029.1	173104
NA19043	haplotype1	NA19043#1#JBHDVS010000034.1	130709
NA19043	haplotype1	NA19043#1#JBHDVS010000037.1	127407
NA19043	haplotype1	NA19043#1#JBHDVS010000063.1	123096
NA19043	haplotype1	NA19043#1#JBHDVS010000074.1	106902
NA19043	haplotype1	NA19043#1#JBHDVS010000038.1	101759
NA19043	haplotype1	NA19043#1#JBHDVS010000059.1	101384
NA19043	haplotype1	NA19043#1#JBHDVS010000071.1	96891
NA19043	haplotype1	NA19043#1#JBHDVS010000068.1	90890
NA19043	haplotype1	NA19043#1#JBHDVS010000035.1	88323
NA19043	haplotype1	NA19043#1#JBHDVS010000058.1	88155
NA19043	haplotype1	NA19043#1#JBHDVS010000002.1	87028
NA19043	haplotype1	NA19043#1#JBHDVS010000030.1	76795
NA19043	haplotype1	NA19043#1#JBHDVS010000069.1	76671
NA19043	haplotype1	NA19043#1#JBHDVS010000061.1	73525
NA19043	haplotype1	NA19043#1#JBHDVS010000026.1	72179
NA19043	haplotype1	NA19043#1#JBHDVS010000028.1	71162
NA19043	haplotype1	NA19043#1#JBHDVS010000036.1	70979
NA19043	haplotype1	NA19043#1#JBHDVS010000066.1	69992
NA19043	haplotype1	NA19043#1#JBHDVS010000023.1	69513
NA19043	haplotype1	NA19043#1#JBHDVS010000027.1	64337
NA19043	haplotype1	NA19043#1#JBHDVS010000070.1	64113
NA19043	haplotype1	NA19043#1#JBHDVS010000073.1	63509
NA19043	haplotype1	NA19043#1#JBHDVS010000062.1	62457
NA19043	haplotype1	NA19043#1#JBHDVS010000064.1	59928
NA19043	haplotype1	NA19043#1#JBHDVS010000067.1	57689
NA19043	haplotype1	NA19043#1#JBHDVS010000003.1	54137
NA19043	haplotype1	NA19043#1#JBHDVS010000032.1	53284
NA19043	haplotype1	NA19043#1#JBHDVS010000072.1	53276
NA19043	haplotype1	NA19043#1#JBHDVS010000033.1	50495
NA19043	haplotype2	NA19043#2#CM087070.1	202089688
NA19043	haplotype2	NA19043#2#CM087071.1	191751812
NA19043	haplotype2	NA19043#2#JBHDVT010000001.1	182931504
NA19043	haplotype2	NA19043#2#CM087072.1	172090787
NA19043	haplotype2	NA19043#2#CM087073.1	160863545
NA19043	haplotype2	NA19043#2#JBHDVT010000040.1	152358322
NA19043	haplotype2	NA19043#2#CM087074.1	146514749
NA19043	haplotype2	NA19043#2#CM087075.1	136282018
NA19043	haplotype2	NA19043#2#CM087076.1	133961008
NA19043	haplotype2	NA19043#2#CM087077.1	133624777
NA19043	haplotype2	NA19043#2#JBHDVT010000043.1	132287751
NA19043	haplotype2	NA19043#2#JBHDVT010000041.1	118997944
NA19043	haplotype2	NA19043#2#JBHDVT010000002.1	106826243
NA19043	haplotype2	NA19043#2#JBHDVT010000005.1	97317915
NA19043	haplotype2	NA19043#2#JBHDVT010000039.1	97242840
NA19043	haplotype2	NA19043#2#JBHDVT010000011.1	93850044
NA19043	haplotype2	NA19043#2#JBHDVT010000009.1	92341955
NA19043	haplotype2	NA19043#2#JBHDVT010000048.1	89590387
NA19043	haplotype2	NA19043#2#CM087078.1	89065348
NA19043	haplotype2	NA19043#2#CM087079.1	83850079
NA19043	haplotype2	NA19043#2#CM087080.1	81717269
NA19043	haplotype2	NA19043#2#CM087082.1	67058559
NA19043	haplotype2	NA19043#2#CM087081.1	62045170
NA19043	haplotype2	NA19043#2#CM087083.1	47441209
NA19043	haplotype2	NA19043#2#JBHDVT010000046.1	46393316
NA19043	haplotype2	NA19043#2#JBHDVT010000010.1	39914700
NA19043	haplotype2	NA19043#2#JBHDVT010000006.1	35098775
NA19043	haplotype2	NA19043#2#JBHDVT010000016.1	7865107
NA19043	haplotype2	NA19043#2#JBHDVT010000051.1	4710082
NA19043	haplotype2	NA19043#2#JBHDVT010000052.1	4388274
NA19043	haplotype2	NA19043#2#JBHDVT010000017.1	3177036
NA19043	haplotype2	NA19043#2#JBHDVT010000014.1	2630766
NA19043	haplotype2	NA19043#2#JBHDVT010000015.1	1540396
NA19043	haplotype2	NA19043#2#JBHDVT010000019.1	979537
NA19043	haplotype2	NA19043#2#JBHDVT010000020.1	618376
NA19043	haplotype2	NA19043#2#JBHDVT010000058.1	509154
NA19043	haplotype2	NA19043#2#JBHDVT010000027.1	446716
NA19043	haplotype2	NA19043#2#JBHDVT010000023.1	364935
NA19043	haplotype2	NA19043#2#JBHDVT010000054.1	285159
NA19043	haplotype2	NA19043#2#JBHDVT010000059.1	282104
NA19043	haplotype2	NA19043#2#JBHDVT010000018.1	266136
NA19043	haplotype2	NA19043#2#JBHDVT010000028.1	254297
NA19043	haplotype2	NA19043#2#JBHDVT010000071.1	240898
NA19043	haplotype2	NA19043#2#JBHDVT010000062.1	234483
NA19043	haplotype2	NA19043#2#JBHDVT010000021.1	222525
NA19043	haplotype2	NA19043#2#JBHDVT010000022.1	217721
NA19043	haplotype2	NA19043#2#JBHDVT010000030.1	206481
NA19043	haplotype2	NA19043#2#JBHDVT010000060.1	198877
NA19043	haplotype2	NA19043#2#JBHDVT010000061.1	194143
NA19043	haplotype2	NA19043#2#JBHDVT010000067.1	187689
NA19043	haplotype2	NA19043#2#JBHDVT010000064.1	159399
NA19043	haplotype2	NA19043#2#JBHDVT010000031.1	138016
NA19043	haplotype2	NA19043#2#JBHDVT010000053.1	134173
NA19043	haplotype2	NA19043#2#JBHDVT010000069.1	129773
NA19043	haplotype2	NA19043#2#JBHDVT010000065.1	128194
NA19043	haplotype2	NA19043#2#JBHDVT010000025.1	127340
NA19043	haplotype2	NA19043#2#JBHDVT010000057.1	123477
NA19043	haplotype2	NA19043#2#JBHDVT010000024.1	120169
NA19043	haplotype2	NA19043#2#JBHDVT010000075.1	110116
NA19043	haplotype2	NA19043#2#JBHDVT010000032.1	105912
NA19043	haplotype2	NA19043#2#JBHDVT010000034.1	98804
NA19043	haplotype2	NA19043#2#JBHDVT010000070.1	95596
NA19043	haplotype2	NA19043#2#JBHDVT010000063.1	89622
NA19043	haplotype2	NA19043#2#JBHDVT010000029.1	82342
NA19043	haplotype2	NA19043#2#JBHDVT010000033.1	75965
NA19043	haplotype2	NA19043#2#JBHDVT010000076.1	75380
NA19043	haplotype2	NA19043#2#JBHDVT010000036.1	63279
NA19043	haplotype2	NA19043#2#JBHDVT010000035.1	62767
NA19043	haplotype2	NA19043#2#JBHDVT010000055.1	60489
NA19043	haplotype2	NA19043#2#JBHDVT010000026.1	60420
NA19043	haplotype2	NA19043#2#JBHDVT010000073.1	59202
NA19043	haplotype2	NA19043#2#JBHDVT010000056.1	57956
NA19043	haplotype2	NA19043#2#JBHDVT010000066.1	55597
NA19043	haplotype2	NA19043#2#JBHDVT010000068.1	55075
NA19043	haplotype2	NA19043#2#JBHDVT010000072.1	54029
NA19043	haplotype2	NA19043#2#JBHDVT010000077.1	53484
NA19043	haplotype2	NA19043#2#JBHDVT010000074.1	51002
NA19043	haplotype2	NA19043#2#JBHDVT010000078.1	16568
NA20503	haplotype1	NA20503#1#CM102455.1	246547843
NA20503	haplotype1	NA20503#1#CM102456.1	242250628
NA20503	haplotype1	NA20503#1#JBKOQS010000001.1	201770784
NA20503	haplotype1	NA20503#1#CM102457.1	191043657
NA20503	haplotype1	NA20503#1#CM102458.1	182578529
NA20503	haplotype1	NA20503#1#CM102459.1	172148829
NA20503	haplotype1	NA20503#1#CM102460.1	160942848
NA20503	haplotype1	NA20503#1#JBKOQS010000008.1	154907672
NA20503	haplotype1	NA20503#1#CM102461.1	146326136
NA20503	haplotype1	NA20503#1#CM102464.1	137209231
NA20503	haplotype1	NA20503#1#CM102462.1	136112243
NA20503	haplotype1	NA20503#1#CM102463.1	134655762
NA20503	haplotype1	NA20503#1#CM102465.1	133453826
